accuracy,balanced_accuracy,precision,recall,f1,macro_f1,roc_auc,average_precision,model,n_folds,cv
0.6542451271886356,0.5943937819614207,0.737467018469657,0.7618027839968851,0.7494373952597558,0.5959227466442626,0.6466116924858,0.7854630709607614,random_forest,5,StratifiedGroupKFold
0.6384539147670961,0.5820571755933441,0.7308395037984422,0.7398033680521756,0.7352941176470589,0.5825876714511602,0.6291687767229021,0.7702336643744296,lightgbm,5,StratifiedGroupKFold
0.6870829203832177,0.5505495729641262,0.7032523309595478,0.932444271391025,0.8017912446639324,0.5295028996218031,0.6267279353453276,0.7639423836483186,xgboost,5,StratifiedGroupKFold
0.6879418566237199,0.5479864427577164,0.7017888307155323,0.9394529348778351,0.8034131113423517,0.523564041659967,0.6260839469163975,0.7625754132569,gradient_boosting,5,StratifiedGroupKFold
0.5719193921374298,0.5413327632394175,0.7087827426810478,0.626886011875791,0.6653236220879177,0.5357596022638287,0.5769889863573477,0.734013586578146,logistic_regression,5,StratifiedGroupKFold
0.5168814007267922,0.5413607226941438,0.7191709844559585,0.4728901002628249,0.570589617101245,0.5092035836601225,0.537274588033001,0.7062299473523204,linear_svm,5,StratifiedGroupKFold
