roc_auc,accuracy,balanced_accuracy,macro_f1,precision,recall,f1,average_precision,model,n_subjects,cv
0.9600000000000001,0.8860759493670886,0.8307407407407408,0.8562184024266937,0.8688524590163934,0.9814814814814815,0.9217391304347826,0.9829016970551945,random_forest,79,StratifiedKFold(5)
0.954074074074074,0.8860759493670886,0.8414814814814815,0.8601769911504424,0.8813559322033898,0.9629629629629629,0.9203539823008849,0.9817932026827119,xgboost,79,StratifiedKFold(5)
0.9466666666666667,0.8481012658227848,0.8244444444444444,0.8244444444444444,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.9786880224709551,lightgbm,79,StratifiedKFold(5)
0.9096296296296296,0.8860759493670886,0.8522222222222222,0.8637147786083956,0.8947368421052632,0.9444444444444444,0.918918918918919,0.9509946262360406,svc_rbf_tuned,79,StratifiedKFold(5)
0.8655555555555556,0.8481012658227848,0.802962962962963,0.8159937888198758,0.8620689655172413,0.9259259259259259,0.8928571428571429,0.8961958305992263,gradient_boosting,79,StratifiedKFold(5)
