task,feature_set,method,fold,n_train,n_test,input_features,selected_features,silhouette,davies_bouldin,calinski_harabasz,centroid_ratio,mean_centroid_distance,mean_within_scatter,nearest_centroid_balanced_accuracy,nearest_centroid_macro_f1,binary_auc,auc_ovr_3class,runtime_sec,status
binary_acl_vs_ha,scalar_pivot,nca,1,63,16,864,160,0.39877492868476794,1.8074962285680805,2.0218506615477594,1.697697287314022,76.15722376277594,44.85913026536467,0.7090909090909091,0.7090909090909091,0.7636363636363637,,0.009,ok
binary_acl_vs_ha,scalar_pivot,nca,2,63,16,864,160,0.2567319248655847,0.8876781069678621,7.980427384591662,1.9460774896038995,9.51552387803381,4.889591462244692,0.8636363636363636,0.8056680161943319,0.9818181818181819,,0.019,ok
binary_acl_vs_ha,scalar_pivot,nca,3,63,16,864,160,0.07313906090109129,1.92896776967521,2.6073455524847486,1.0095881320615359,3.5691777782203005,3.535281036765153,0.5636363636363637,0.5636363636363637,0.8,,0.028,ok
binary_acl_vs_ha,scalar_pivot,nca,4,63,16,864,160,0.324492060887276,0.8292252469622236,7.870330468297595,2.0221236389676682,9.38592290901697,4.64161672814856,0.9090909090909092,0.8666666666666667,1.0,,0.037,ok
binary_acl_vs_ha,scalar_pivot,nca,5,64,15,864,160,0.22570931067490652,1.1189013382567319,7.770301745641073,1.770126956896628,6.3532821316069175,3.5891674926782873,0.9,0.9206349206349206,0.9600000000000001,,0.047,ok
binary_acl_vs_ha,scalar_pivot,rf_proba,1,63,16,864,160,0.5399466060816416,0.44393149312196906,27.41225081042002,4.009485184500649,0.424916215049376,0.10597774913646328,0.9,0.9227053140096618,0.9818181818181819,,0.19,ok
binary_acl_vs_ha,scalar_pivot,rf_proba,2,63,16,864,160,0.5548300808526188,0.4928222282942296,27.653997796654867,3.628433856513879,0.4225394572021502,0.11645229702715787,0.9,0.9227053140096618,1.0,,0.39,ok
binary_acl_vs_ha,scalar_pivot,rf_proba,3,63,16,864,160,0.3449444205317007,0.8905735688544596,11.743146223671317,2.3369367417893327,0.31729134158301053,0.13577232789795957,0.7,0.7257142857142858,0.9272727272727272,,0.569,ok
binary_acl_vs_ha,scalar_pivot,rf_proba,4,63,16,864,160,0.6640206077072686,0.35697348022462744,51.2297647523037,5.232386465562773,0.6355550269266234,0.12146561250961913,0.9545454545454546,0.9307359307359306,1.0,,0.772,ok
binary_acl_vs_ha,scalar_pivot,rf_proba,5,64,15,864,160,0.6607299372109162,0.3924575455721053,51.729778092554064,5.059535838648556,0.46228263601952074,0.09136858612370266,0.9,0.9206349206349206,1.0,,0.956,ok
binary_acl_vs_ha,pca_slim_subject,pca,1,63,16,264,160,-0.1956530421147684,2.129910965799591,0.5863634777094956,0.7962049477646188,6.774272914386245,8.508202484053033,0.36363636363636365,0.3333333333333333,0.4363636363636364,,0.006,ok
