task,feature_set,method,silhouette_mean,silhouette_std,davies_bouldin_mean,davies_bouldin_std,calinski_harabasz_mean,calinski_harabasz_std,centroid_ratio_mean,centroid_ratio_std,mean_centroid_distance_mean,mean_centroid_distance_std,mean_within_scatter_mean,mean_within_scatter_std,nearest_centroid_balanced_accuracy_mean,nearest_centroid_balanced_accuracy_std,nearest_centroid_macro_f1_mean,nearest_centroid_macro_f1_std,binary_auc_mean,binary_auc_std,auc_ovr_3class_mean,auc_ovr_3class_std,selected_features_mean,selected_features_std
multiclass_3group,pca_slim_subject,plsda,-0.015047170270493243,0.06260343476329062,2.031306825032334,0.6336822941463823,3.3135916110093726,0.8413051065301798,1.348787738615401,0.18330161136536227,3.400298627031438,1.2548549239681785,2.465616332828015,0.5577643453224219,0.5911111111111111,0.07345108391572629,0.5618756189344425,0.11534542145633199,,,0.7914747474747474,0.08052870265837914,160.0,0.0
multiclass_3group,fusion_scalar_cycle,rf_proba,-0.015995487278166236,0.14445667227989498,2.547566249596836,1.089476863687349,3.574743081060062,2.2584026833948996,1.3591094339990886,0.5334529315021591,0.26161736166559985,0.09642080736933141,0.1936046950522356,0.03397909540104861,0.5755555555555556,0.13342589379802738,0.5526780626780627,0.16598432931681664,,,0.7636161616161616,0.08791606082882696,160.0,0.0
multiclass_3group,pca_slim_subject,rf_proba,-0.019081488604616482,0.0778484135661257,2.3512872970917917,1.2472770242323081,3.938726984519697,1.5021340353964538,1.4077630517531234,0.3286728965518635,0.18634547689663922,0.031153944342779127,0.1349326291247356,0.018988248845840095,0.6155555555555555,0.0700969346470556,0.5991536241536242,0.10016619480502457,,,0.7867878787878787,0.06021936398531659,160.0,0.0
multiclass_3group,fusion_scalar_cycle,pca,-0.0557106067616686,0.08517090131255774,3.1402422180797602,0.9613196083014406,1.5330425032815094,0.793003530934285,0.9461188165024925,0.24363323714321347,5.773083191126647,1.457729621516463,6.275247941522226,1.7207241521908474,0.4177777777777777,0.2718932252299162,0.38570244570244566,0.27826919401827294,,,0.6013939393939394,0.16593928203383893,160.0,0.0
multiclass_3group,pca_raw_subject,lda,-0.05907359939054543,0.07655506662583474,7.71441707840758,11.66550592146819,1.8032526412909722,0.8746494621412261,1.0319858813952933,0.3029017676365359,39.554347522494666,21.143055137829396,47.797829058183765,41.307199447985305,0.3844444444444445,0.15428048851297585,0.33341880341880337,0.1612650625598483,,,0.5832727272727273,0.09988243267515272,160.0,0.0
multiclass_3group,scalar_pivot,pca,-0.06130147007068504,0.1419432578370757,2.8878190809600834,1.006145682775683,2.737978139516253,2.1829345603650574,1.1948009173248908,0.4427358260462726,7.1342961501421795,6.406774101145769,6.671747204524751,6.3579164413991345,0.5777777777777777,0.1062840359428278,0.5461908461908462,0.10587083106283114,,,0.7747070707070707,0.07675629899735827,160.0,0.0
multiclass_3group,pca_raw_subject,nca,-0.062126105615684504,0.07695360548472263,7.803248513081425,11.617791607955695,1.744910072674282,0.8589424891947677,1.0145196004101518,0.2962695974816614,39.272691036158804,21.524604470376694,47.77651470357082,41.32827981191906,0.3711111111111111,0.13779569775935555,0.3223076923076923,0.14283486509497242,,,0.5824242424242424,0.09733527468702247,160.0,0.0
multiclass_3group,fusion_scalar_cycle,plsda,-0.06213820443859734,0.06482968104147328,3.2128244510621657,0.9200381877012493,1.5313764320463563,0.5285684533650531,0.9635998802176051,0.1690125841435701,5.373335893682591,1.8000574335832302,5.5687733421245165,1.5602471749893614,0.49777777777777776,0.2058406431450562,0.47548599548599546,0.21231426850517882,,,0.6300000000000001,0.1391568764438393,160.0,0.0
multiclass_3group,pca_cycle_subject,lda,-0.06309696999217243,0.04220534486238988,2.6922799183429422,0.5034868182423419,1.884142696086841,0.9670552750888037,1.010569871513615,0.21406910690985168,5.885614487964295,2.0402647033895605,5.761758529254373,1.0036076608178932,0.3822222222222222,0.08978712822594188,0.37212842712842714,0.09763279009397403,,,0.5898989898989899,0.1073247415223656,160.0,0.0
multiclass_3group,pca_cycle_subject,pca,-0.06348648330321569,0.08649770367992499,3.3324053771806113,1.0146770939362069,1.3965664005859164,0.8078302094631842,0.899352161078719,0.2620358264954252,5.76901544034372,1.360605729269237,6.640429734217148,1.7784216214510777,0.4133333333333333,0.2588435821108957,0.3847330447330447,0.26042387192296007,,,0.589939393939394,0.1708902042003687,160.0,0.0
multiclass_3group,pca_cycle_subject,nca,-0.06458080711942574,0.046949802228009596,2.90354808106937,0.8086706126188424,1.8300679600163083,1.0282152347240225,0.9882269454123683,0.24712129317206938,5.896222944868487,2.068884723200492,5.940801109715577,1.0200388830082687,0.35777777777777775,0.1043498389499902,0.3475537425537426,0.11438487270615814,,,0.5972323232323232,0.1086089616014671,160.0,0.0
multiclass_3group,pca_slim_subject,lda,-0.06736444281247232,0.04934408003846835,4.586825082929784,2.8612226335492026,2.2212200689323005,0.7901159084073603,1.0871783610552688,0.2727517424900998,2.916563994956215,1.2952156417104659,2.6141188603945738,0.6629391639507498,0.5511111111111111,0.07601169500660918,0.5312493062493063,0.11383595117730097,,,0.7001010101010101,0.03624841453597389,160.0,0.0
multiclass_3group,pca_slim_subject,nca,-0.06787471397945194,0.08000121985403119,4.46562176982119,3.014512890115819,2.3581455182002475,1.366495255524729,1.0701861451889034,0.33466553697251095,4.216538895474326,1.8795215964505676,3.8369248548146664,1.0742265348615871,0.5377777777777778,0.10110500592068734,0.5220971620971622,0.12546894827036376,,,0.701959595959596,0.06338653863619251,160.0,0.0
multiclass_3group,pca_cycle_subject,plsda,-0.08618978959429299,0.057441910281133456,3.6241902336555873,1.0672763195621897,1.1784644941913864,0.41599820238383506,0.8479771916716066,0.14636109461141972,5.114547183480451,1.627245225532295,6.019913325408151,1.606117238224085,0.43111111111111117,0.22965352324913443,0.41362510783563416,0.21939713213673484,,,0.6078787878787879,0.1539360302132563,160.0,0.0
multiclass_3group,pca_cycle_subject,rf_proba,-0.0883654006553864,0.1022144485271612,4.542756548836423,2.5355176691564543,1.5862142703533202,1.5225249102480527,0.8488188566475248,0.4759712200397344,0.1896433045215245,0.09392353319111403,0.22681323547801044,0.0376208804843833,0.49777777777777776,0.14956727707078973,0.46319615025497374,0.17414191126421377,,,0.644969696969697,0.12986158485596874,160.0,0.0
multiclass_3group,scalar_pivot,nca,-0.10134071985689626,0.15308968723734281,3.075083485917429,0.8815451864080388,1.4518998109417844,0.8946305604138848,1.022174594774576,0.2650881721436672,43.23307421246053,86.11056793690662,36.62142774383299,71.02186574195918,0.5733333333333334,0.07140564005804281,0.5623387723387723,0.07033023175646834,,,0.7526060606060606,0.07365743556837105,160.0,0.0
multiclass_3group,fusion_all_common,nca,-0.10629252368215332,0.07301873569201396,3.6754201658155368,2.1964467198970836,1.5719715171812583,0.9748276600807917,0.949832117704845,0.29283731042659394,32.356013170356455,26.21993203896281,44.10434924315812,45.61643611926369,0.4177777777777778,0.16861820413416845,0.3844925444925445,0.17720637940237477,,,0.619979797979798,0.14029041983601567,160.0,0.0
multiclass_3group,fusion_all_common,lda,-0.10904159169585717,0.06443080601318764,3.7099237128696267,2.1730315077090507,1.5686475590578977,0.931155724272042,0.9483998933769563,0.28061295185985285,32.416540364941135,26.186432512044423,44.11517661644443,45.60568172711789,0.4311111111111111,0.16280716458284683,0.3929773929773929,0.1744125917500623,,,0.6206666666666667,0.1437995351010426,160.0,0.0
