task,feature_set,method,fold,group_a,group_b,centroid_distance,within_scatter,distance_within_ratio
binary_acl_vs_ha,pca_cycle_subject,plsda,4,ACL,HA,8.569975568994142,3.708588064802578,2.310845912041286
binary_acl_vs_ha,pca_cycle_subject,plsda,5,ACL,HA,6.748677113367475,6.087652389320281,1.1085845054502201
binary_acl_vs_ha,pca_cycle_subject,nca,1,ACL,HA,5.692973844397687,10.056780912405149,0.5660831128751489
binary_acl_vs_ha,pca_cycle_subject,nca,2,ACL,HA,7.29020831539788,8.873141997560456,0.8216039276056012
binary_acl_vs_ha,pca_cycle_subject,nca,3,ACL,HA,7.371931004022762,10.11244552105267,0.7289958683758001
binary_acl_vs_ha,pca_cycle_subject,nca,4,ACL,HA,10.902971991862527,9.096505874202695,1.198589012379236
binary_acl_vs_ha,pca_cycle_subject,nca,5,ACL,HA,8.58430389211969,11.486692696208694,0.7473259813900159
binary_acl_vs_ha,pca_cycle_subject,rf_proba,1,ACL,HA,0.16552020928624106,0.26331570607830446,0.6285998345917843
binary_acl_vs_ha,pca_cycle_subject,rf_proba,2,ACL,HA,0.3168169509685726,0.21651029890552387,1.4632881325743234
binary_acl_vs_ha,pca_cycle_subject,rf_proba,3,ACL,HA,0.3227280910700015,0.2576287219284833,1.2526867682074265
binary_acl_vs_ha,pca_cycle_subject,rf_proba,4,ACL,HA,0.4782943374710453,0.08244496624234468,5.801377079409705
binary_acl_vs_ha,pca_cycle_subject,rf_proba,5,ACL,HA,0.41400548085743355,0.27176026438290374,1.523421688588401
binary_acl_vs_ha,fusion_scalar_cycle,pca,1,ACL,HA,4.78188262022991,6.071437083448268,0.7876030920696032
binary_acl_vs_ha,fusion_scalar_cycle,pca,2,ACL,HA,5.837512537628158,8.197787602855009,0.7120838963423683
binary_acl_vs_ha,fusion_scalar_cycle,pca,3,ACL,HA,5.881157784482735,6.39276230516445,0.9199712899901797
binary_acl_vs_ha,fusion_scalar_cycle,pca,4,ACL,HA,8.373092028584804,5.918402349833355,1.414755458256495
binary_acl_vs_ha,fusion_scalar_cycle,pca,5,ACL,HA,6.932257528762408,4.808340127666762,1.4417152998130922
binary_acl_vs_ha,fusion_scalar_cycle,lda,1,ACL,HA,0.816428318583747,3.7227174757185075,0.2193097713992307
binary_acl_vs_ha,fusion_scalar_cycle,lda,2,ACL,HA,2.9941142223611017,5.325250315605727,0.5622485413665541
binary_acl_vs_ha,fusion_scalar_cycle,lda,3,ACL,HA,2.2639281766126578,3.7041745693311925,0.6111829057293651
binary_acl_vs_ha,fusion_scalar_cycle,lda,4,ACL,HA,4.21427629778988,2.727084144139029,1.5453414984818423
binary_acl_vs_ha,fusion_scalar_cycle,lda,5,ACL,HA,3.087425590243412,3.0739813805778806,1.004373549479016
binary_acl_vs_ha,fusion_scalar_cycle,plsda,1,ACL,HA,5.952792823946398,5.303023911741282,1.122527999688344
binary_acl_vs_ha,fusion_scalar_cycle,plsda,2,ACL,HA,5.361880775707435,7.069820164649413,0.7584182696071912
binary_acl_vs_ha,fusion_scalar_cycle,plsda,3,ACL,HA,5.672180900429656,7.011966362657521,0.8089287094469049
binary_acl_vs_ha,fusion_scalar_cycle,plsda,4,ACL,HA,8.186393722803635,4.4752958990333855,1.8292407714474936
binary_acl_vs_ha,fusion_scalar_cycle,plsda,5,ACL,HA,7.096034141662273,4.221012484767616,1.6811213345778433
binary_acl_vs_ha,fusion_scalar_cycle,nca,1,ACL,HA,7.053072374681054,6.62321687866255,1.064901316670353
binary_acl_vs_ha,fusion_scalar_cycle,nca,2,ACL,HA,8.016120345533192,10.25571276698322,0.7816248882612946
binary_acl_vs_ha,fusion_scalar_cycle,nca,3,ACL,HA,7.7170454639372625,10.120759129981867,0.7624967025523005
binary_acl_vs_ha,fusion_scalar_cycle,nca,4,ACL,HA,9.953965347329513,7.412814046275421,1.3428052134035249
binary_acl_vs_ha,fusion_scalar_cycle,nca,5,ACL,HA,9.93226938279724,6.026714742203707,1.6480404013888077
binary_acl_vs_ha,fusion_scalar_cycle,rf_proba,1,ACL,HA,0.28540424298795586,0.13584865971535012,2.1008984820753946
binary_acl_vs_ha,fusion_scalar_cycle,rf_proba,2,ACL,HA,0.24427548097923796,0.2622882082333099,0.9313246776307637
binary_acl_vs_ha,fusion_scalar_cycle,rf_proba,3,ACL,HA,0.31606382861741883,0.20009037998218213,1.5796053195839002
binary_acl_vs_ha,fusion_scalar_cycle,rf_proba,4,ACL,HA,0.49363855459067013,0.12193099369121076,4.048507599641201
binary_acl_vs_ha,fusion_scalar_cycle,rf_proba,5,ACL,HA,0.37668088444258,0.11533101714239974,3.266084820681763
binary_acl_vs_ha,fusion_scalar_raw,pca,1,ACL,HA,17.303465412254514,4.059316790118306,4.262654605912197
binary_acl_vs_ha,fusion_scalar_raw,pca,2,ACL,HA,18.58999020066762,5.9404604101424665,3.129385420855248
binary_acl_vs_ha,fusion_scalar_raw,pca,3,ACL,HA,14.618798595177642,5.271814712322016,2.7730106980066203
binary_acl_vs_ha,fusion_scalar_raw,pca,4,ACL,HA,10.928292972415065,7.5637477460094855,1.4448251500958187
binary_acl_vs_ha,fusion_scalar_raw,pca,5,ACL,HA,23.923664291374866,4.474948673636917,5.346131550584116
binary_acl_vs_ha,fusion_scalar_raw,lda,1,ACL,HA,18.293951502558674,64.92264819347608,0.2817807346373309
binary_acl_vs_ha,fusion_scalar_raw,lda,2,ACL,HA,15.195677316029698,5.252168272710599,2.893219814563812
binary_acl_vs_ha,fusion_scalar_raw,lda,3,ACL,HA,13.123254504481938,16.54954922834822,0.792967489531541
binary_acl_vs_ha,fusion_scalar_raw,lda,4,ACL,HA,0.13037333970542342,9.57903322246594,0.013610281609594552
binary_acl_vs_ha,fusion_scalar_raw,lda,5,ACL,HA,13.190545140401095,7.675770239508608,1.7184653433875499
binary_acl_vs_ha,fusion_scalar_raw,plsda,1,ACL,HA,17.037060682103863,3.9824685512951943,4.2780151211898465
binary_acl_vs_ha,fusion_scalar_raw,plsda,2,ACL,HA,18.6072553517173,6.208880674394102,2.9968775899422644
binary_acl_vs_ha,fusion_scalar_raw,plsda,3,ACL,HA,14.222327774184546,5.018633531323486,2.8339044254609904
binary_acl_vs_ha,fusion_scalar_raw,plsda,4,ACL,HA,10.817657517669115,7.516700548088626,1.439149723800008
binary_acl_vs_ha,fusion_scalar_raw,plsda,5,ACL,HA,23.477518051589044,3.8127656006696813,6.157608547314162
binary_acl_vs_ha,fusion_scalar_raw,nca,1,ACL,HA,24.08120332757354,6.106370375714732,3.943619834025365
binary_acl_vs_ha,fusion_scalar_raw,nca,2,ACL,HA,24.717768238818717,7.4276129727080935,3.3278212434656065
binary_acl_vs_ha,fusion_scalar_raw,nca,3,ACL,HA,16.595848628683143,5.354492110616239,3.0994253583414384
binary_acl_vs_ha,fusion_scalar_raw,nca,4,ACL,HA,14.767538675334935,12.17059135228349,1.21337889408013
binary_acl_vs_ha,fusion_scalar_raw,nca,5,ACL,HA,25.9556178860308,4.541770812986784,5.714867384283912
binary_acl_vs_ha,fusion_scalar_raw,rf_proba,1,ACL,HA,1.0480879484590653,0.16613580990714175,6.308621537071826
binary_acl_vs_ha,fusion_scalar_raw,rf_proba,2,ACL,HA,1.071698194794338,0.14527019757792897,7.377274985940833
binary_acl_vs_ha,fusion_scalar_raw,rf_proba,3,ACL,HA,0.88035753747987,0.196229042362273,4.486377382684142
binary_acl_vs_ha,fusion_scalar_raw,rf_proba,4,ACL,HA,0.6517838036327642,0.27834873718997427,2.3416086245360574
binary_acl_vs_ha,fusion_scalar_raw,rf_proba,5,ACL,HA,0.9669194878813708,0.17742251181971597,5.449812867399178
binary_acl_vs_ha,fusion_all_common,pca,1,ACL,HA,17.303465412254514,4.059316790118306,4.262654605912197
binary_acl_vs_ha,fusion_all_common,pca,2,ACL,HA,18.17202235747739,5.89002883749723,3.0852178926171403
binary_acl_vs_ha,fusion_all_common,pca,3,ACL,HA,14.618798595177642,5.271814712322016,2.7730106980066203
binary_acl_vs_ha,fusion_all_common,pca,4,ACL,HA,10.928292972415065,7.5637477460094855,1.4448251500958187
binary_acl_vs_ha,fusion_all_common,pca,5,ACL,HA,23.923664291374866,4.474948673636917,5.346131550584116
binary_acl_vs_ha,fusion_all_common,lda,1,ACL,HA,18.293951502558674,64.92264819347608,0.2817807346373309
binary_acl_vs_ha,fusion_all_common,lda,2,ACL,HA,10.220645743094101,4.75421323962372,2.1498080182669783
binary_acl_vs_ha,fusion_all_common,lda,3,ACL,HA,13.123254504481938,16.54954922834822,0.792967489531541
binary_acl_vs_ha,fusion_all_common,lda,4,ACL,HA,0.13037333970542342,9.57903322246594,0.013610281609594552
binary_acl_vs_ha,fusion_all_common,lda,5,ACL,HA,13.190545140401095,7.675770239508608,1.7184653433875499
binary_acl_vs_ha,fusion_all_common,plsda,1,ACL,HA,17.037060682103863,3.9824685512951943,4.2780151211898465
binary_acl_vs_ha,fusion_all_common,plsda,2,ACL,HA,17.721187192279405,6.003015379693776,2.9520476079778746
binary_acl_vs_ha,fusion_all_common,plsda,3,ACL,HA,14.222327774184546,5.018633531323486,2.8339044254609904
binary_acl_vs_ha,fusion_all_common,plsda,4,ACL,HA,10.817657517669115,7.516700548088626,1.439149723800008
binary_acl_vs_ha,fusion_all_common,plsda,5,ACL,HA,23.477518051589044,3.8127656006696813,6.157608547314162
binary_acl_vs_ha,fusion_all_common,nca,1,ACL,HA,24.08120332757354,6.106370375714732,3.943619834025365
binary_acl_vs_ha,fusion_all_common,nca,2,ACL,HA,18.346855479007584,6.225117458264778,2.947230410030156
binary_acl_vs_ha,fusion_all_common,nca,3,ACL,HA,16.595848628683143,5.354492110616239,3.0994253583414384
binary_acl_vs_ha,fusion_all_common,nca,4,ACL,HA,14.767538675334935,12.17059135228349,1.21337889408013
binary_acl_vs_ha,fusion_all_common,nca,5,ACL,HA,25.9556178860308,4.541770812986784,5.714867384283912
binary_acl_vs_ha,fusion_all_common,rf_proba,1,ACL,HA,1.0480879484590653,0.16613580990714175,6.308621537071826
binary_acl_vs_ha,fusion_all_common,rf_proba,2,ACL,HA,0.9591577699866953,0.15349584345352257,6.248754027512943
binary_acl_vs_ha,fusion_all_common,rf_proba,3,ACL,HA,0.88035753747987,0.19622904236227298,4.486377382684142
binary_acl_vs_ha,fusion_all_common,rf_proba,4,ACL,HA,0.6517838036327641,0.27834873718997427,2.341608624536057
binary_acl_vs_ha,fusion_all_common,rf_proba,5,ACL,HA,0.9669194878813708,0.177422511819716,5.449812867399177
multiclass_3group,scalar_pivot,pca,1,ACLD,ACLR,4.600446999295271,2.3654567562270157,1.9448451074764694
multiclass_3group,scalar_pivot,pca,1,ACLD,HA,4.136354702357113,2.0846470279035603,1.9841990739875357
multiclass_3group,scalar_pivot,pca,1,ACLR,HA,7.520943747410695,2.375054231558317,3.166640848649618
multiclass_3group,scalar_pivot,pca,2,ACLD,ACLR,1.056553073063433,5.106399062561462,0.20690765843385667
multiclass_3group,scalar_pivot,pca,2,ACLD,HA,3.8871419170809367,4.627849223463333,0.8399456700907653
multiclass_3group,scalar_pivot,pca,2,ACLR,HA,4.041281110089791,3.682522363515384,1.0974220143586395
multiclass_3group,scalar_pivot,pca,3,ACLD,ACLR,4.0472948597596785,5.598534482442445,0.7229204129138426
multiclass_3group,scalar_pivot,pca,3,ACLD,HA,4.60161736400712,3.426320319720788,1.3430201891871296
multiclass_3group,scalar_pivot,pca,3,ACLR,HA,6.0266005263182425,5.887388176759753,1.0236458588051023
multiclass_3group,scalar_pivot,pca,4,ACLD,ACLR,3.40074308977266,3.883067093047446,0.875787878056916
multiclass_3group,scalar_pivot,pca,4,ACLD,HA,4.322711088499324,2.888572849019897,1.4964867823797607
multiclass_3group,scalar_pivot,pca,4,ACLR,HA,7.681753290696698,3.377928090232832,2.274102078403692
multiclass_3group,scalar_pivot,pca,5,ACLD,ACLR,1.7441023991163225,3.5253691578905526,0.49472901163063654
multiclass_3group,scalar_pivot,pca,5,ACLD,HA,9.647759557511533,2.66103256538226,3.625569894566706
multiclass_3group,scalar_pivot,pca,5,ACLR,HA,9.67703747101157,3.0619072172254858,3.1604607143453265
multiclass_3group,scalar_pivot,lda,1,ACLD,ACLR,3.3376115473859223,1.2493212792598276,2.6715398214967747
multiclass_3group,scalar_pivot,lda,1,ACLD,HA,3.193574590196705,2.346343276177932,1.3610858319925239
multiclass_3group,scalar_pivot,lda,1,ACLR,HA,5.163848897921702,2.127515094459317,2.427173800726445
multiclass_3group,scalar_pivot,lda,2,ACLD,ACLR,2.032720161281847,2.384611366274936,0.8524324718191763
multiclass_3group,scalar_pivot,lda,2,ACLD,HA,2.0170585969415686,2.244150039752138,0.898807370813918
multiclass_3group,scalar_pivot,lda,2,ACLR,HA,1.4413517559280382,2.6805374885689277,0.5377099787168207
multiclass_3group,scalar_pivot,lda,3,ACLD,ACLR,2.129347539138944,4.467707165373964,0.47660857355244973
multiclass_3group,scalar_pivot,lda,3,ACLD,HA,8.74918607028369,4.995238997198563,1.7515049980972723
multiclass_3group,scalar_pivot,lda,3,ACLR,HA,6.735198936574374,4.066518731219831,1.6562567104059598
multiclass_3group,scalar_pivot,lda,4,ACLD,ACLR,1.9315011352357758,2.520019391851715,0.766462806389956
multiclass_3group,scalar_pivot,lda,4,ACLD,HA,5.155079081049203,2.273642889892705,2.2673213563861276
multiclass_3group,scalar_pivot,lda,4,ACLR,HA,6.484371776126967,2.9139309737005252,2.2253004050717737
multiclass_3group,scalar_pivot,lda,5,ACLD,ACLR,2.0075309598311057,2.447378310588514,0.8202781528076714
multiclass_3group,scalar_pivot,lda,5,ACLD,HA,2.3376467543373898,2.420933776044604,0.965597149938033
multiclass_3group,scalar_pivot,lda,5,ACLR,HA,4.144345190311436,1.6831441174342505,2.462264013748858
multiclass_3group,scalar_pivot,plsda,1,ACLD,ACLR,4.4758149619775045,1.9073285829580464,2.346640742433604
multiclass_3group,scalar_pivot,plsda,1,ACLD,HA,3.6136519786558314,1.9540974540676694,1.8492690685071085
multiclass_3group,scalar_pivot,plsda,1,ACLR,HA,7.4910399805575505,1.6034359805439462,4.6718672098254315
multiclass_3group,scalar_pivot,plsda,2,ACLD,ACLR,1.4183189811493166,3.905436686806466,0.36316527315389596
multiclass_3group,scalar_pivot,plsda,2,ACLD,HA,3.150959729440306,3.5564413621371243,0.8859866952921844
multiclass_3group,scalar_pivot,plsda,2,ACLR,HA,2.7278145564246374,3.369112229096642,0.8096538111335178
multiclass_3group,scalar_pivot,plsda,3,ACLD,ACLR,2.2945871459043885,4.3784457349854184,0.5240643106684592
multiclass_3group,scalar_pivot,plsda,3,ACLD,HA,4.907508334826209,3.5565226439959097,1.3798614056657341
multiclass_3group,scalar_pivot,plsda,3,ACLR,HA,6.41145974539851,4.6617481163962955,1.3753337986769663
multiclass_3group,scalar_pivot,plsda,4,ACLD,ACLR,3.148363751922308,3.2077006019871224,0.9815017492505205
multiclass_3group,scalar_pivot,plsda,4,ACLD,HA,4.633622074134428,2.236518830793922,2.0718010554329114
multiclass_3group,scalar_pivot,plsda,4,ACLR,HA,7.765502026174115,3.1509394084065336,2.464503762102242
multiclass_3group,scalar_pivot,plsda,5,ACLD,ACLR,1.385566956798344,3.271127187791157,0.4235747732370975
multiclass_3group,scalar_pivot,plsda,5,ACLD,HA,8.536768531716813,2.2833471101510443,3.7387081857878814
multiclass_3group,scalar_pivot,plsda,5,ACLR,HA,9.770996185318918,2.9475101612263863,3.3150000002895483
multiclass_3group,scalar_pivot,nca,1,ACLD,ACLR,3.7256050932068856,1.4448942575583557,2.5784621080179067
multiclass_3group,scalar_pivot,nca,1,ACLD,HA,4.110060143998748,2.5458266458821006,1.6144304839635528
multiclass_3group,scalar_pivot,nca,1,ACLR,HA,6.296731210393488,2.41651248134736,2.6057101955801434
multiclass_3group,scalar_pivot,nca,2,ACLD,ACLR,1.6609550330493474,2.5367419135172002,0.6547591712814128
multiclass_3group,scalar_pivot,nca,2,ACLD,HA,1.8977862509159775,2.422315147704236,0.7834596801801846
multiclass_3group,scalar_pivot,nca,2,ACLR,HA,1.331348040596795,2.714976778874738,0.49037179653101554
multiclass_3group,scalar_pivot,nca,3,ACLD,ACLR,2.2157793630641676,4.475824999874657,0.4950549592815222
multiclass_3group,scalar_pivot,nca,3,ACLD,HA,8.768193836554653,5.006437984914728,1.7513836909544778
multiclass_3group,scalar_pivot,nca,3,ACLR,HA,6.831869540331269,4.035945195893966,1.692755775594223
multiclass_3group,scalar_pivot,nca,4,ACLD,ACLR,1.9366404751714352,2.679268879873186,0.7228242337749616
multiclass_3group,scalar_pivot,nca,4,ACLD,HA,5.478473598079262,2.3961401702258045,2.2863744225626785
multiclass_3group,scalar_pivot,nca,4,ACLR,HA,6.754942024254309,3.0116909185839575,2.242906794509431
multiclass_3group,scalar_pivot,nca,5,ACLD,ACLR,2.2084303929582965,3.0240650641912072,0.7302853430995692
multiclass_3group,scalar_pivot,nca,5,ACLD,HA,2.2074720271754233,2.7976111782485296,0.7890560505114337
multiclass_3group,scalar_pivot,nca,5,ACLR,HA,4.354124382902673,1.9081279808121354,2.2818827807605833
multiclass_3group,scalar_pivot,rf_proba,1,ACLD,ACLR,0.30312617405358167,0.10182919104885343,2.9768101949091816
multiclass_3group,scalar_pivot,rf_proba,1,ACLD,HA,0.2775812318703014,0.09957761037994599,2.7875867959792267
multiclass_3group,scalar_pivot,rf_proba,1,ACLR,HA,0.5640631402797841,0.07569719148491896,7.451572894777233
multiclass_3group,scalar_pivot,rf_proba,2,ACLD,ACLR,0.04874860056718944,0.1471474652480569,0.33129079379662074
multiclass_3group,scalar_pivot,rf_proba,2,ACLD,HA,0.2852136320390839,0.13786502364096684,2.0687889103899746
multiclass_3group,scalar_pivot,rf_proba,2,ACLR,HA,0.23646535000408447,0.14687824370150168,1.6099412958984534
multiclass_3group,scalar_pivot,rf_proba,3,ACLD,ACLR,0.049878653610720275,0.12514848275379295,0.3985557995844626
multiclass_3group,scalar_pivot,rf_proba,3,ACLD,HA,0.34180640038895815,0.1573715756206235,2.171970376740414
multiclass_3group,scalar_pivot,rf_proba,3,ACLR,HA,0.3910536909084964,0.14963888035911796,2.613316071130763
multiclass_3group,scalar_pivot,rf_proba,4,ACLD,ACLR,0.09400260082213499,0.17184603252780847,0.5470164160288269
multiclass_3group,scalar_pivot,rf_proba,4,ACLD,HA,0.43929212498837134,0.12148092982925958,3.6161406206372697
multiclass_3group,scalar_pivot,rf_proba,4,ACLR,HA,0.4810799675554154,0.1860951008951983,2.5851296742429635
multiclass_3group,scalar_pivot,rf_proba,5,ACLD,ACLR,0.13515751702541323,0.14527365560127106,0.9303649479047781
multiclass_3group,scalar_pivot,rf_proba,5,ACLD,HA,0.4696249866720175,0.09120426501343465,5.1491559808397165
multiclass_3group,scalar_pivot,rf_proba,5,ACLR,HA,0.6008524725482186,0.10201038451953956,5.890110848794305
multiclass_3group,pca_slim_subject,pca,1,ACLD,ACLR,2.4852757319256518,3.0008652365842448,0.8281863849222812
multiclass_3group,pca_slim_subject,pca,1,ACLD,HA,2.6822084336913226,3.498643088070371,0.7666424857217026
multiclass_3group,pca_slim_subject,pca,1,ACLR,HA,0.7638174741162606,2.638274389225147,0.2895140388868314
multiclass_3group,pca_slim_subject,pca,2,ACLD,ACLR,1.1897436587090902,2.2064940575036953,0.5392009349234776
multiclass_3group,pca_slim_subject,pca,2,ACLD,HA,1.9858069585531508,2.2779110195279464,0.8717666939267327
multiclass_3group,pca_slim_subject,pca,2,ACLR,HA,1.8078071918909528,1.8682061141515944,0.9676700971037822
multiclass_3group,pca_slim_subject,pca,3,ACLD,ACLR,0.07597922631275247,3.282490126666616,0.02314682554427353
multiclass_3group,pca_slim_subject,pca,3,ACLD,HA,1.0191336808871785,2.891607481670301,0.35244537418975297
multiclass_3group,pca_slim_subject,pca,3,ACLR,HA,1.0466402378900326,2.6454373181760285,0.3956397797441174
multiclass_3group,pca_slim_subject,pca,4,ACLD,ACLR,13.481374543175093,10.642702546009266,1.266724733205125
multiclass_3group,pca_slim_subject,pca,4,ACLD,HA,12.419852521427403,11.149746169619451,1.1139134768169616
multiclass_3group,pca_slim_subject,pca,4,ACLR,HA,3.6607064904304756,3.088166266947525,1.1853981210826687
multiclass_3group,pca_slim_subject,pca,5,ACLD,ACLR,0.5553278663459409,2.9599706693141905,0.1876126247138143
multiclass_3group,pca_slim_subject,pca,5,ACLD,HA,0.6277413888427001,2.3907308147656883,0.2625730111335115
multiclass_3group,pca_slim_subject,pca,5,ACLR,HA,0.22735579331608366,2.92012869180384,0.07785814164773677
multiclass_3group,pca_slim_subject,lda,1,ACLD,ACLR,0.7752954356178454,1.5526071282954064,0.4993506866537676
multiclass_3group,pca_slim_subject,lda,1,ACLD,HA,2.757140325697108,1.9884701978788564,1.3865635646127403
multiclass_3group,pca_slim_subject,lda,1,ACLR,HA,3.0873955838997285,1.4592610092060903,2.1157254010229627
multiclass_3group,pca_slim_subject,lda,2,ACLD,ACLR,1.9338632271861902,2.272789986962218,0.8508763406560792
multiclass_3group,pca_slim_subject,lda,2,ACLD,HA,2.6036920595412063,2.314351500263706,1.125020144625625
multiclass_3group,pca_slim_subject,lda,2,ACLR,HA,2.781170180374866,2.1930697400006616,1.2681631275319256
multiclass_3group,pca_slim_subject,lda,3,ACLD,ACLR,1.693373472435562,2.283526993094356,0.7415605235044364
multiclass_3group,pca_slim_subject,lda,3,ACLD,HA,4.179096485375779,1.9254319031009195,2.1704722346426895
multiclass_3group,pca_slim_subject,lda,3,ACLR,HA,4.991772201679105,2.2044446594243223,2.264412572272364
multiclass_3group,pca_slim_subject,lda,4,ACLD,ACLR,4.13732889867817,4.049711510338664,1.021635464184504
multiclass_3group,pca_slim_subject,lda,4,ACLD,HA,6.684843714431318,4.116933174692148,1.6237435563746285
multiclass_3group,pca_slim_subject,lda,4,ACLR,HA,2.6696249293522145,1.591669666437956,1.6772481034501625
multiclass_3group,pca_slim_subject,lda,5,ACLD,ACLR,1.259469659824233,3.6157587083739733,0.34832790609266717
multiclass_3group,pca_slim_subject,lda,5,ACLD,HA,3.6831571874729834,1.8630202288062876,1.9769818547987164
multiclass_3group,pca_slim_subject,lda,5,ACLR,HA,2.470903896407876,3.011875114471235,0.8203872346950442
multiclass_3group,pca_slim_subject,plsda,1,ACLD,ACLR,0.8825195058655373,2.417817316313204,0.3650066942242115
multiclass_3group,pca_slim_subject,plsda,1,ACLD,HA,2.077949819597473,2.462117983734826,0.8439684179737794
multiclass_3group,pca_slim_subject,plsda,1,ACLR,HA,2.9022684892208517,2.148348910581051,1.3509297651450354
multiclass_3group,pca_slim_subject,plsda,2,ACLD,ACLR,1.6083170075079893,2.2716029999147467,0.7080097215791445
multiclass_3group,pca_slim_subject,plsda,2,ACLD,HA,4.678145278858022,2.2321845894511023,2.0957699022590175
multiclass_3group,pca_slim_subject,plsda,2,ACLR,HA,4.45463509415982,1.6093258838256481,2.768013078600573
multiclass_3group,pca_slim_subject,plsda,3,ACLD,ACLR,1.861616247087846,2.208098902911606,0.8430855359934797
multiclass_3group,pca_slim_subject,plsda,3,ACLD,HA,2.1813113049005852,1.7373904615212843,1.2555101188886448
multiclass_3group,pca_slim_subject,plsda,3,ACLR,HA,4.005017558597649,2.1541361557666714,1.8592221052862075
multiclass_3group,pca_slim_subject,plsda,4,ACLD,ACLR,2.572394277742693,3.260071488879048,0.7890606959135096
multiclass_3group,pca_slim_subject,plsda,4,ACLD,HA,2.514652378825088,3.2781704313169557,0.7670901899431947
multiclass_3group,pca_slim_subject,plsda,4,ACLR,HA,3.488674904162283,2.620969752903782,1.33106263446847
multiclass_3group,pca_slim_subject,plsda,5,ACLD,ACLR,3.5059103714436985,3.585945553965677,0.9776808706887733
multiclass_3group,pca_slim_subject,plsda,5,ACLD,HA,2.1408112824600822,2.5599082172944962,0.8362843901968692
multiclass_3group,pca_slim_subject,plsda,5,ACLR,HA,5.58534365084462,3.2108582597789725,1.739517349865547
multiclass_3group,pca_slim_subject,nca,1,ACLD,ACLR,1.5948500774628225,2.158621875509249,0.7388279047651989
multiclass_3group,pca_slim_subject,nca,1,ACLD,HA,3.2788856662803822,2.39590737638601,1.368536070549713
multiclass_3group,pca_slim_subject,nca,1,ACLR,HA,4.8015099883760355,2.139718898947689,2.2439910171085615
multiclass_3group,pca_slim_subject,nca,2,ACLD,ACLR,2.2428209401838535,3.0771849768268194,0.7288547672868991
multiclass_3group,pca_slim_subject,nca,2,ACLD,HA,3.6039617764341805,3.0731493917094257,1.1727258642735532
multiclass_3group,pca_slim_subject,nca,2,ACLR,HA,4.002377676068545,2.9667179562758923,1.3490927466164366
multiclass_3group,pca_slim_subject,nca,3,ACLD,ACLR,2.885462367253838,3.2806593565844437,0.8795373288185419
multiclass_3group,pca_slim_subject,nca,3,ACLD,HA,5.33385359392747,2.407731769963657,2.21530224440573
multiclass_3group,pca_slim_subject,nca,3,ACLR,HA,6.824087184631528,3.3095063078490385,2.0619653053529716
multiclass_3group,pca_slim_subject,nca,4,ACLD,ACLR,7.000039919968927,6.165069984907891,1.1354355971797634
multiclass_3group,pca_slim_subject,nca,4,ACLD,HA,10.946530372024691,6.024999154755068,1.8168517689144301
multiclass_3group,pca_slim_subject,nca,4,ACLR,HA,4.0578096120198595,2.471229477084341,1.6420205608778313
multiclass_3group,pca_slim_subject,nca,5,ACLD,ACLR,1.9139556832446027,4.4260252662697015,0.4324321638718759
multiclass_3group,pca_slim_subject,nca,5,ACLD,HA,4.334668617502339,2.6972944965805468,1.6070431400789005
multiclass_3group,pca_slim_subject,nca,5,ACLR,HA,3.0042574376815607,3.8540701489424576,0.7795025315006053
multiclass_3group,pca_slim_subject,rf_proba,1,ACLD,ACLR,0.02417504946964801,0.12402452718507337,0.19492152091475604
multiclass_3group,pca_slim_subject,rf_proba,1,ACLD,HA,0.19583780761224198,0.15102632719636971,1.29671303836719
multiclass_3group,pca_slim_subject,rf_proba,1,ACLR,HA,0.21414020608139872,0.20334319526167827,1.0530974779157276
multiclass_3group,pca_slim_subject,rf_proba,2,ACLD,ACLR,0.08579773007505495,0.14096873603875693,0.6086294910913179
multiclass_3group,pca_slim_subject,rf_proba,2,ACLD,HA,0.23292185620422626,0.11610839380347576,2.006072503237519
multiclass_3group,pca_slim_subject,rf_proba,2,ACLR,HA,0.2439756181659762,0.11291463165010455,2.160708622085385
multiclass_3group,pca_slim_subject,rf_proba,3,ACLD,ACLR,0.08351650424401044,0.12041748984645602,0.6935579237742132
multiclass_3group,pca_slim_subject,rf_proba,3,ACLD,HA,0.21203990336287123,0.12526826049886314,1.6926865793334425
multiclass_3group,pca_slim_subject,rf_proba,3,ACLR,HA,0.29063178162711734,0.12797407079601533,2.2710208389820683
multiclass_3group,pca_slim_subject,rf_proba,4,ACLD,ACLR,0.0531014988811482,0.09262709298761691,0.5732825803811765
multiclass_3group,pca_slim_subject,rf_proba,4,ACLD,HA,0.19368322914715938,0.11124175645191234,1.7411018607107744
multiclass_3group,pca_slim_subject,rf_proba,4,ACLR,HA,0.20602712980917814,0.1158355603515027,1.7786172845712436
multiclass_3group,pca_slim_subject,rf_proba,5,ACLD,ACLR,0.03724883222362686,0.19736151540768582,0.18873402013904625
multiclass_3group,pca_slim_subject,rf_proba,5,ACLD,HA,0.18261526353760965,0.18028495195890942,1.0129257131745046
multiclass_3group,pca_slim_subject,rf_proba,5,ACLR,HA,0.19480848426247713,0.15945248386543368,1.2217337700858981
multiclass_3group,pca_raw_subject,pca,1,ACLD,ACLR,3.300752508913996,2.863038766551825,1.152884322586153
multiclass_3group,pca_raw_subject,pca,1,ACLD,HA,22.57089216834362,2.76668551056041,8.15809823060509
multiclass_3group,pca_raw_subject,pca,1,ACLR,HA,21.45242842481153,3.3087590724385167,6.483526891851131
