feature,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
slow__hip_flexion_012__max,0.01815215615088271,0.008896541645930036,0.009335727902034872,0.01199913973183295,-0.01664840156192707,-6.249934111795867e-05,-0.0019835636899315397,0.0066673423381860735,0.004612899697712601,0.002580503123186657
slow__hip_flexion_013__mean,0.017619953984355674,0.0038101552172902886,0.011691231327724025,0.014107097382477224,-0.018016653529987225,0.000689478923269018,-0.0008648979955783584,0.008032581376842048,0.004653080449662408,0.005171106460478592
slow__hip_flexion_013__std,0.004789530751122448,0.020004214239666213,-0.0016227376472341677,-0.010609726622150652,-0.000998610612842951,0.00024074696012196489,-0.006592365619902717,-0.0035820541596569776,0.005402435255185054,-0.006660529439221958
slow__hip_flexion_013__min,0.00641105707960517,-0.01162992122797271,0.00686718391980845,0.027433931286098147,-0.011519122246218866,-0.0023258749547642264,0.005663442176953087,0.006703179602201819,-0.007677610227610999,0.00354949814343888
slow__hip_flexion_013__max,0.018376335527728185,0.00940333983958778,0.009214960976240963,0.011171826767539727,-0.01666664438423182,-0.00019349522381453195,-0.002561283009396274,0.00636869724298801,0.00463938813049762,0.002021535767325582
slow__hip_flexion_014__mean,0.01774041049274968,0.004009765012186295,0.011525382029408398,0.013962168575847183,-0.01825499028329417,0.0005118373021982022,-0.001013685463615734,0.007933263476585082,0.004604923360978439,0.00462902203767154
slow__hip_flexion_014__std,0.005029964998886499,0.019806197908294864,-0.00145649904984847,-0.00994583295816175,-0.0004487096809994411,0.0002799674100640789,-0.006725924393406188,-0.004271236419382211,0.004810114734667268,-0.007191691919841777
slow__hip_flexion_014__min,0.006675804868970508,-0.011395237955370504,0.006916292875662277,0.02713299049597562,-0.012044813091245004,-0.00248943960631278,0.005545726484583987,0.006927739460474112,-0.007480884628117398,0.0032974202050496623
slow__hip_flexion_014__max,0.01862789507076587,0.009907358589673735,0.009009727746844666,0.010183742575716215,-0.016742192676706517,-0.000314050023489796,-0.0030282257081079484,0.00590015999979957,0.004615474989665489,0.0014468973485642915
slow__hip_flexion_015__mean,0.017860651624959322,0.004184842127592657,0.011354522234448826,0.013811009436841723,-0.01848141529364509,0.00022136150466013873,-0.0011151086166578139,0.007837983943191889,0.004529043104564438,0.004096695740522271
slow__hip_flexion_015__std,0.005332759283062239,0.019627962380289975,-0.0013061546710134097,-0.009289949978654226,0.0001370758438524395,0.0003867387794178973,-0.006903200120259808,-0.004961926899721521,0.004234763569227321,-0.007554004881240732
slow__hip_flexion_015__min,0.006939485570407708,-0.011177119160214088,0.006957388816981331,0.02678518691018403,-0.012552507133263707,-0.002789356677472549,0.005485209873235998,0.007142188969994818,-0.007357279120624342,0.0029901009750263395
slow__hip_flexion_015__max,0.01887301581096711,0.010355379306796225,0.00878241909271314,0.009194834422654534,-0.0167847525537563,-0.0004954720547847429,-0.003327174485153251,0.005320951773332461,0.004632728420147262,0.0009472975321845663
slow__hip_flexion_016__mean,0.017984913591995187,0.004336370460180212,0.0111684277429423,0.013656904985746168,-0.018687101045672644,-0.00017699894691617914,-0.0012001744326015184,0.007740887299037211,0.004428189381083439,0.0035813894821324025
slow__hip_flexion_016__std,0.005681410084079444,0.01950424391686079,-0.0011690298706465393,-0.00864013195154704,0.0007336095848695161,0.0006323037959605341,-0.007039835780928806,-0.00559519708058033,0.0036614157640630094,-0.007820992587733363
slow__hip_flexion_016__min,0.007190659845488147,-0.010995186124652776,0.006975360820756548,0.026438415562385992,-0.013024978969868468,-0.003233052818736662,0.005441295403742311,0.007273123291465313,-0.0073385725981733796,0.002688694364226758
slow__hip_flexion_016__max,0.01909984246064463,0.010753509674350245,0.008584662928800854,0.008222170124000516,-0.01665403735995169,-0.000722898056388673,-0.0035677279235025645,0.004670074853914957,0.004651252001772122,0.00046403619302900855
slow__hip_flexion_017__mean,0.018117185882654874,0.004467517115174524,0.010964569032904091,0.013511047671209597,-0.01886677645176021,-0.0006528505597618322,-0.001297502600412505,0.00763613899518457,0.004284897691699593,0.0030912709256406936
slow__hip_flexion_017__std,0.006056083601094179,0.019443470643801447,-0.0010466929862386254,-0.007956006368258465,0.0012740426707242224,0.0009710087322105951,-0.007081992673032801,-0.006187971065138292,0.0031065368586893874,-0.008021762391343187
slow__hip_flexion_017__min,0.007424907306572442,-0.010843661379267103,0.0070142029496043515,0.02607925000178628,-0.01347555313768693,-0.003705520611273134,0.0053897527636572904,0.007385058100757623,-0.007390542955105258,0.0023069042589450987
slow__hip_flexion_017__max,0.01927798690112732,0.011070499628157017,0.008364149546396625,0.007279247560235342,-0.01649737799322437,-0.0010203543391298976,-0.0037165443311560162,0.004024867656424511,0.004596844306803895,-2.61975745133758e-05
slow__hip_flexion_018__mean,0.018264444539265227,0.004586127591388263,0.010749498258887045,0.013375801673156787,-0.019013768442881444,-0.0011880077475370117,-0.0014245810453054387,0.007522761893311908,0.00408802912797112,0.0026364861787295194
slow__hip_flexion_018__std,0.0064517251823699336,0.019428519747909122,-0.0009489953492033914,-0.007239612918835318,0.0017223856467977684,0.001311811341497714,-0.006995997636363508,-0.006784532546172077,0.002571686983546768,-0.008138451247608446
slow__hip_flexion_018__min,0.007644348394973505,-0.010698939785556465,0.007057850888244086,0.025704339940585637,-0.013963950807090371,-0.004202295244047759,0.005306900346734374,0.00749880061800848,-0.007504938727179186,0.0018832086861919574
slow__hip_flexion_018__max,0.019447870433848262,0.01132501732991292,0.008047644771199673,0.0064675940109779695,-0.01636446693331154,-0.0014037002292797563,-0.0038449718440873243,0.0034608788396127957,0.0043836872303576425,-0.00025360143001199286
slow__hip_flexion_019__mean,0.018428651179881714,0.004700518615130895,0.010526797456390154,0.013249102231929327,-0.019122596839637285,-0.0017692250499773215,-0.0015995471522768125,0.0074044964871479,0.0038313091732672644,0.0022062077146229224
slow__hip_flexion_019__std,0.006870200046691582,0.019439623385953224,-0.0008694717439880365,-0.006513996540584723,0.002069657414895791,0.0016314326082100834,-0.0067415819395644574,-0.007391735517375605,0.0020762075098464845,-0.00818802098663342
slow__hip_flexion_019__min,0.007900822912776922,-0.010534151639300498,0.007054005898429421,0.02536444606238055,-0.014460626351948745,-0.004735027486989406,0.005133239568472088,0.0076064471484705454,-0.007632002213231154,0.0015600318676741952
slow__hip_flexion_019__max,0.019691103426370742,0.011590020975870105,0.007481033655274892,0.0058105994994172685,-0.01617518623038959,-0.0018806621484972943,-0.003958412409961303,0.0029688781181781312,0.004238709651682753,-0.0004041520626278602
slow__hip_flexion_020__mean,0.018603303831629052,0.004819544188215921,0.010289589147225086,0.013130209542356166,-0.01919472391954046,-0.002379417780489519,-0.00183980484087666,0.007287899900260222,0.003514924234472344,0.0017709863558152974
slow__hip_flexion_020__std,0.0073170805539032584,0.019464539853702313,-0.0008162966969210918,-0.00581600257447937,0.002300005579648621,0.001946721696257441,-0.006298999240521991,-0.007997572760905753,0.0016199829189688527,-0.008189871979383033
slow__hip_flexion_020__min,0.008130902183793188,-0.010412820072171028,0.006950598570543364,0.02504367446786366,-0.014870910783357776,-0.005322610455486899,0.0048301123627860565,0.007741967414524919,-0.007711351800299747,0.0012999745778521008
slow__hip_flexion_020__max,0.01991723215407038,0.011861703322290876,0.006862631823685649,0.0052773524017805775,-0.015949422138570653,-0.0023530310655225125,-0.003993803938513662,0.002443757210705664,0.0039600926786990355,-0.0006789000472473437
slow__hip_flexion_021__mean,0.018778528399433773,0.004946921688669727,0.010026724612899319,0.013023683976974103,-0.019235302069636622,-0.003004335349942968,-0.0021516121199414875,0.00717921310422822,0.003145479085763435,0.0013072980165996727
slow__hip_flexion_021__std,0.007783265699115803,0.019462837972479247,-0.0007897800313760364,-0.005128795723609493,0.0024006090209390237,0.0022530083810371696,-0.005714994490567229,-0.008554174231650894,0.0011677056095016393,-0.008208213285413879
slow__hip_flexion_021__min,0.008320746272899686,-0.01029470058412064,0.006795918827289154,0.024744788947593067,-0.015250505708994517,-0.005916509566999649,0.004429969000327362,0.007872209852921133,-0.0077989211689782475,0.0009963107708393392
slow__hip_flexion_021__max,0.020097542970783297,0.012038894605299161,0.006285217582255464,0.00488345590548698,-0.015698964083665796,-0.0028306485540712375,-0.004167369340752953,0.0020278052451996376,0.003438172102164691,-0.0012415715354801792
slow__hip_flexion_022__mean,0.018946143396696143,0.005079991820612086,0.009739017826086162,0.012921710182806951,-0.01925156983814225,-0.0036362134393511407,-0.002522794705513244,0.007084862490702729,0.0027291870663067007,0.0008143642096787298
slow__hip_flexion_022__std,0.00823073521997278,0.019391717876233526,-0.0007933612176443651,-0.004440827857984821,0.0023819392634091894,0.0025047142421786546,-0.005083057515189866,-0.009016935979394047,0.00068896270808823,-0.008312139204003205
slow__hip_flexion_022__min,0.008514563880947259,-0.010146907390293863,0.00664614430101138,0.02444127515697666,-0.015637797108087038,-0.006461477021874863,0.0039296202125055826,0.008037625005630027,-0.007894503604402145,0.0006441720046736734
slow__hip_flexion_022__max,0.02025539761130691,0.012088835135249748,0.0056125755852938376,0.004662645453309139,-0.01546198854254114,-0.003388187508318306,-0.004405993621112038,0.0017007353879870317,0.002888165451314644,-0.0017887951101926947
slow__hip_flexion_023__mean,0.01910267087275511,0.005204841552231472,0.009436798593178785,0.012803732431407618,-0.019256476465839386,-0.004270959085474141,-0.0029340049624240706,0.00700738150377942,0.0022720727350013354,0.00031186558560214456
slow__hip_flexion_023__std,0.00862509400017527,0.019260486827140103,-0.0008467363174677008,-0.0037055444343687114,0.0023191580557866114,0.002653627728229186,-0.004457721280268748,-0.009371145686964868,0.0001703070127716999,-0.0085274333773989
slow__hip_flexion_023__min,0.008766372251238589,-0.009973590820686985,0.00655874566638192,0.024085879150710275,-0.016012041788571265,-0.006952036107310313,0.0033422052839692795,0.008278562576011126,-0.00798540451651251,0.0003520779595263391
slow__hip_flexion_023__max,0.020393284970119836,0.012001244266778626,0.004883019110853764,0.004638889143561947,-0.015228536226022911,-0.004011415625892547,-0.0046570720440193576,0.001374896472366459,0.002225357589704053,-0.002398161111997685
slow__hip_flexion_024__mean,0.019244771837641814,0.0053120988216149335,0.009128071541995362,0.012654247649356826,-0.019267887196508363,-0.004898445731558607,-0.003376538781288128,0.0069302064040488815,0.001776793823987682,-0.00017353085463963635
slow__hip_flexion_024__std,0.008958152193937785,0.019104588541461402,-0.0009554714123084023,-0.00287519173760409,0.0022558623399843605,0.002720293204143146,-0.0038665778038150206,-0.009635779561672862,-0.0003778181265173263,-0.008843907890883634
slow__hip_flexion_024__min,0.009049425405636056,-0.009875273785192675,0.006580987899246013,0.02363164093250335,-0.0163720950543211,-0.0073953527748362655,0.0026698877328282327,0.008578608538407893,-0.0080682771282791,0.0002729327018544424
slow__hip_flexion_024__max,0.020516873924642832,0.011789266450978353,0.004107872227470228,0.00482560809584525,-0.014990519847550478,-0.00465193194281487,-0.004934385002643765,0.0010555512038135976,0.0014109687951236512,-0.0030641423468309083
slow__hip_flexion_025__mean,0.019368082998264785,0.005397085301610836,0.008822480913349933,0.012477237431429101,-0.01929105302045054,-0.005507213516823437,-0.003842319855559428,0.006834994543753183,0.0012523492739356424,-0.0006143221325851607
slow__hip_flexion_025__std,0.00925433198813961,0.01894205955231415,-0.001081192686950031,-0.0019614744728115936,0.0021612007174344754,0.002755149893749132,-0.003308743260873997,-0.009825442628173673,-0.0009321422297228358,-0.009212373127223589
slow__hip_flexion_025__min,0.009332201253717183,-0.00975895553731809,0.006644263074724805,0.02309774697804235,-0.01678389897505473,-0.007829931744907408,0.001919238767613,0.00887449157191722,-0.008123685762171966,0.0003037966140795168
slow__hip_flexion_025__max,0.020602594838073796,0.011502216180966347,0.003289121442476381,0.005155771681469594,-0.014792617355781799,-0.0053125703672718735,-0.005178330293475789,0.000732983897515977,0.0005125293566116396,-0.003733033923845209
slow__hip_flexion_026__mean,0.019466290999787462,0.0054632522567790625,0.008530183557029477,0.012287381485721702,-0.019322767549313356,-0.00609653072259803,-0.004316713533690057,0.0067109002279456065,0.0007023279159500264,-0.0009963533276965593
slow__hip_flexion_026__std,0.009537620056912985,0.01877050516352305,-0.0011811545047265683,-0.0010012755977978698,0.001997803851889072,0.0028264865662688825,-0.0028062044169641963,-0.009970063354137713,-0.0015202388310406206,-0.009589391871689992
slow__hip_flexion_026__min,0.009583935242712694,-0.009588736156827541,0.0067225635734871085,0.02253590860966272,-0.017220622929348395,-0.008284546194667643,0.0011533782494232954,0.009120379815714999,-0.008182772815341315,0.00047699728084616674
slow__hip_flexion_026__max,0.020637746032931933,0.011290053442070971,0.0025772544968322244,0.005403484155560369,-0.014724063534959036,-0.0058942446496772286,-0.005403824366021539,0.0004807983602427719,-0.00028001439166672735,-0.004284361642115862
slow__hip_flexion_027__mean,0.019536127249901156,0.005518179027808537,0.00825596141172302,0.012095970310692703,-0.0193554688373688,-0.0066814383647371915,-0.004783216024419382,0.006548967269305363,0.0001368035411692182,-0.001322929020820745
slow__hip_flexion_027__std,0.009804131791982966,0.018599444674149108,-0.0012352458245357741,-2.5116182182727673e-05,0.0017719193961764717,0.0030097625633533315,-0.002383538273927814,-0.010077377652234529,-0.0021426009537276543,-0.009956796298251153
slow__hip_flexion_027__min,0.009809505876159533,-0.009391683067247582,0.0067982123005892155,0.02191928276187776,-0.017613251860274643,-0.008848477383111293,0.0004206104987471453,0.009344746943393562,-0.008216519003186085,0.0007443565566193308
slow__hip_flexion_027__max,0.020612014455418,0.011445476106442412,0.0022974108734195634,0.0050630004599131065,-0.014775771392426317,-0.006116631527825784,-0.005724958730562633,0.00045253872261076376,-0.0007187922593724814,-0.004559178432599067
slow__hip_flexion_028__mean,0.019575569513071035,0.005564941325721984,0.008001535003577602,0.011910870699991293,-0.01938199028538835,-0.007275145786225398,-0.0052351025900977495,0.00635304586878604,-0.0004347883446533165,-0.0016045496825546149
slow__hip_flexion_028__std,0.010035817279009257,0.01843058472633623,-0.001239953971056043,0.0009441721720969015,0.001504273991478242,0.0033077179386418625,-0.002052407661826294,-0.010170570161809861,-0.0027636904989079324,-0.010319927992500852
slow__hip_flexion_028__min,0.010036769203515743,-0.00918187523051957,0.00686442998194865,0.021262210516445283,-0.017937443360985475,-0.009485383929136537,-0.0002146709643102612,0.00950685537388511,-0.008267804554945052,0.0009404443289962094
slow__hip_flexion_028__max,0.020555736328717687,0.011606726090076082,0.0020699529463156273,0.004780024500745023,-0.014841627227047332,-0.006344911496405471,-0.0060334827707683265,0.00046586033650859184,-0.0011313691378657602,-0.004763085755107825
slow__hip_flexion_029__mean,0.019586703076193725,0.005605216838092819,0.00776415894458923,0.011739203051220573,-0.01938801964871284,-0.007880237357925826,-0.005678314738808915,0.006143804174575589,-0.0010062991664643581,-0.001846701012133973
slow__hip_flexion_029__std,0.010218694465476,0.018247931303911998,-0.0011870768163961293,0.0018987789524601447,0.0012005576316604747,0.003689871218988123,-0.0017673387395828303,-0.010259512371304246,-0.003357602552403219,-0.010697057406168657
slow__hip_flexion_029__min,0.010270308885058078,-0.008963431453563332,0.006908265780002537,0.020614257931643547,-0.018174415127506557,-0.010145179968643041,-0.0008182247756841322,0.009630790712439793,-0.008382002167385442,0.0011046395932266975
slow__hip_flexion_029__max,0.02047319855960934,0.011758221220776747,0.0018860924345824022,0.004541049747659507,-0.014831660830092767,-0.006591783681283109,-0.006324373239721573,0.00039758622098520557,-0.001532125188262113,-0.004899362093625485
slow__hip_flexion_030__mean,0.019573550516683615,0.005641648043369038,0.0075390829434912226,0.011577857297470837,-0.019362150604564927,-0.008488617312209087,-0.0061166060976303145,0.005954508414876494,-0.0015824387457713512,-0.0020488835127648584
slow__hip_flexion_030__std,0.010360457152548304,0.018046659194118353,-0.0010696658476954067,0.002824872180530487,0.0008602776638141855,0.004138783525718583,-0.0014747658961636546,-0.010348398029074318,-0.0038834074275011826,-0.011094805094073434
slow__hip_flexion_030__min,0.01051837375404873,-0.008667041119527938,0.006985485162587454,0.02002193789910355,-0.018338899661224844,-0.01072796411310783,-0.0015381575147400254,0.009671010574976739,-0.008670117691860631,0.001303826861034049
slow__hip_flexion_030__max,0.020371933071999783,0.011932486825710468,0.0017325351406535508,0.004356884144295178,-0.014705492025901145,-0.006819759055287119,-0.006520632535280183,0.0002750978541506653,-0.0019032315473749895,-0.0049849586272936175
slow__hip_flexion_031__mean,0.01954256778207376,0.005673241751315948,0.007319358279558877,0.011421488624619119,-0.019291064045524515,-0.009096435876631316,-0.006539902731452551,0.005812893870094383,-0.0021682662481285397,-0.002212291386429203
slow__hip_flexion_031__std,0.010461571119376727,0.017845398790487955,-0.000885068972311882,0.0036851526971992277,0.0005287783388264191,0.004640707337648139,-0.0011321572040844392,-0.010401429888314424,-0.004316289590838901,-0.01155163562623053
slow__hip_flexion_031__min,0.010815205733043573,-0.008322297970916515,0.006988913532499802,0.01943386668518205,-0.01848328858353288,-0.011308836961348762,-0.0022758927509106477,0.009730080546252427,-0.0090095296409257,0.0015598082449556766
slow__hip_flexion_031__max,0.020289809528901075,0.012080808840309662,0.001643007882431509,0.0041925537351652315,-0.014543189877601207,-0.0069695114175995,-0.006608474449359741,0.00014122922601174793,-0.002299683574863771,-0.005107802984770499
slow__hip_flexion_032__mean,0.019499180716857727,0.005696591201677672,0.007100754372504533,0.011269140756319946,-0.019171136779645215,-0.009703057782159517,-0.006933741338328691,0.0057351965887363875,-0.0027605715926838064,-0.002324853946843343
slow__hip_flexion_032__std,0.010523231187081398,0.017651088977882395,-0.0006547224772633819,0.004428120008749481,0.00024582911112539175,0.005160664227942212,-0.0007191139737626552,-0.010361751097977918,-0.004666228781129491,-0.012097994850267683
slow__hip_flexion_032__min,0.01111450790854719,-0.007959474010253579,0.0069023526798404535,0.01882740007281911,-0.018619959120282664,-0.011952350981741957,-0.0030473688369977853,0.009812893111496026,-0.009314180871618893,0.0019665399148039056
slow__hip_flexion_032__max,0.020223085446195627,0.012233478149988777,0.0015781206490600669,0.004025225707712074,-0.014344479251606765,-0.0070380324189670196,-0.006667724328244811,2.5344424768928144e-05,-0.0026662543142266797,-0.005232095205468012
slow__hip_flexion_033__mean,0.019446072874004856,0.0057111753647536385,0.006881040630733943,0.011121743087709489,-0.019009833543312583,-0.010314186558428657,-0.007297719716479388,0.005722681185446823,-0.0033555586895402923,-0.0023682778285792853
slow__hip_flexion_033__std,0.010539173852821859,0.01746623289147595,-0.00037862236228181046,0.005025527922140694,3.8220835336694845e-05,0.005686866595783181,-0.00022284646598134925,-0.010189685218927899,-0.0049588597142421345,-0.012722255757848869
slow__hip_flexion_033__min,0.011400691800344927,-0.007611971292740065,0.006741162191416123,0.01822532357821925,-0.018700257183266514,-0.012698022684103864,-0.0038554748584040412,0.00986978318455889,-0.009496485170967659,0.002394152864582912
slow__hip_flexion_033__max,0.020143653766674197,0.012412246617772994,0.0015453858273551235,0.0038208003056041176,-0.014131806314131277,-0.007083976497587262,-0.006698635997852483,-6.918438838758375e-05,-0.002983893559059707,-0.0053365881531989385
slow__hip_flexion_034__mean,0.01938372302330682,0.0057192796566819725,0.00665920899594271,0.010981260418273792,-0.018810637683419666,-0.010930071183851451,-0.007632575227338878,0.005774877043293407,-0.003948957509178932,-0.002337936007946674
slow__hip_flexion_034__std,0.010507989869407514,0.017304790374568974,-5.8065763101865125e-05,0.005471052263357421,-6.808626435489339e-05,0.006211052859259397,0.00035260138088939215,-0.009888968844821138,-0.005203232785322384,-0.013383756243222493
slow__hip_flexion_034__min,0.011670528647807979,-0.007250662112109232,0.006527125366431567,0.017596540167776634,-0.018688081154492588,-0.013598276584327848,-0.004756787449343954,0.009866292991789791,-0.009578573843263676,0.0026695491163042837
slow__hip_flexion_034__max,0.020040474428757643,0.012629049544442118,0.001558479201513496,0.003553560815939888,-0.013906438085030373,-0.007109351503777868,-0.006712901644902308,-7.854795102274048e-05,-0.003281109132516834,-0.005392179218477921
slow__hip_flexion_035__mean,0.019308701879446413,0.005724511952690981,0.006432248802679777,0.010848330293317965,-0.01857099417201414,-0.011540290690199611,-0.007936966024368596,0.0058802434306768105,-0.004543593236057183,-0.002250882992736845
slow__hip_flexion_035__std,0.010439371958136039,0.017177881766010195,0.0002957182625847463,0.0058104063474053134,-6.169586351641306e-05,0.006711718118228808,0.0009911430763518206,-0.009495817765183875,-0.005399569600799827,-0.014017161186548659
slow__hip_flexion_035__min,0.011973152306017441,-0.006850246478031593,0.006209057885366757,0.016871013088781837,-0.018646694484189773,-0.014671786314458755,-0.005752509847137332,0.009902980586212983,-0.009712181376744696,0.0028863662725134008
slow__hip_flexion_035__max,0.019934631654985307,0.012842575089252796,0.0016289327593311982,0.0031788851329312864,-0.013669106898855213,-0.007130932165416207,-0.006674479242546354,-5.506780367907723e-05,-0.0035449653010156336,-0.005409740954621781
slow__hip_flexion_036__mean,0.01921869817307599,0.005722036772125649,0.006205402791787955,0.010722035323162321,-0.01828679131002616,-0.012135931419059177,-0.0082124859054825,0.0060315540032279905,-0.005134328379652327,-0.002130717427683871
slow__hip_flexion_036__std,0.010336806236590881,0.017081374595617614,0.0006546514647596291,0.006083399800320961,7.551550483683207e-05,0.0071535146826695074,0.0016429943203855766,-0.00908434160803176,-0.005573227787880017,-0.014526150221532237
slow__hip_flexion_036__min,0.012301940050884561,-0.0064191557159924174,0.005828205589751968,0.0161052748448475,-0.018529550722309787,-0.01577124476866081,-0.006775941110297318,0.009889336764689605,-0.009792508590526324,0.0030870721276816293
slow__hip_flexion_036__max,0.019836570301009323,0.013048064755730296,0.0017198098047746374,0.0027660899189902036,-0.013412786258621278,-0.007127035575362161,-0.006603291564416219,8.1426664957581e-06,-0.0037279225089262,-0.005376277838514763
slow__hip_flexion_037__mean,0.01911483332075533,0.005704323003665683,0.005992547453583661,0.01060554246827002,-0.01796024263720228,-0.01270837406088978,-0.008474720618915677,0.006208578358341413,-0.005712226428955452,-0.0019788729487924695
slow__hip_flexion_037__std,0.010215491589861703,0.017006721694926997,0.000964662129353633,0.006297863034864064,0.00032851352093900174,0.007506353084197186,0.0022533842648110878,-0.008699872715964658,-0.005746019573903557,-0.01488263302051495
slow__hip_flexion_037__min,0.012625659425219832,-0.006062308392931065,0.005362926147461496,0.01527670303907431,-0.018641584191764905,-0.016768059431472655,-0.00774895329657996,0.009782241027567895,-0.009690205378920572,0.0031850004386304713
slow__hip_flexion_037__max,0.019776796611332734,0.013256882005423931,0.0017991346455539597,0.0023508626711704274,-0.01316028216916232,-0.007109321755095184,-0.006515563913534434,0.00012068284067126118,-0.003898479479738224,-0.00521674856811631
slow__hip_flexion_038__mean,0.018999889040747054,0.005663948489834141,0.005802475913060556,0.010499306020558931,-0.017607371787736366,-0.013247093617601102,-0.008740542112155998,0.006385186136680825,-0.006258933004607918,-0.0017919320501510708
slow__hip_flexion_038__std,0.010092181674267606,0.016949633654843275,0.0011699197483839021,0.006456537875410641,0.000667036195278946,0.007774037751392867,0.0027820442833021443,-0.00837938202475879,-0.005924646795700922,-0.015083746989244128
slow__hip_flexion_038__min,0.012930232785534294,-0.005644889189465119,0.004850651853710251,0.014442712577223432,-0.0186742059922686,-0.017736094492422534,-0.008767532752367696,0.009501428819252917,-0.009536675679535712,0.0033751200101857933
slow__hip_flexion_038__max,0.019711514838266005,0.013457833508229345,0.0018981362156834834,0.0019409938375398058,-0.012844142225423632,-0.007186638761388474,-0.006544968902009109,0.00022447408012243604,-0.004135644929300164,-0.0051199051587109985
slow__hip_flexion_039__mean,0.018880776588528964,0.005603512846097145,0.0056362731318044266,0.010395262971290809,-0.01724269694017048,-0.01374235186315665,-0.009021531547433558,0.006542554801699945,-0.006760623046686147,-0.0015882968561700768
slow__hip_flexion_039__std,0.009987271535313664,0.016908937372489347,0.0012471148715381753,0.006569804138828514,0.0010430383979470148,0.007968189007444525,0.003237765785859768,-0.008142462271642007,-0.006070000269119598,-0.015154234069322075
slow__hip_flexion_039__min,0.0131632274645989,-0.00513549124612588,0.0043157796488200095,0.013544403450323844,-0.01860372560157161,-0.018695796261686142,-0.009676006764050511,0.009207602091908018,-0.009387313123505709,0.0035434908480555033
slow__hip_flexion_039__max,0.019658603587246797,0.013621904975936744,0.0019858570804570466,0.0015794696282938436,-0.012547799174376584,-0.007308198780756288,-0.006604605026719088,0.00032641111659445905,-0.004353886855719156,-0.00496371591620648
slow__hip_flexion_040__mean,0.018762348888222025,0.005529748345609584,0.005496264783360339,0.01027564365280733,-0.016881808422422727,-0.014183464048376084,-0.009335966944424377,0.006673336555658808,-0.007208642223757648,-0.0013876075127041113
slow__hip_flexion_040__std,0.00990628080111063,0.01689221765311482,0.0012023791872388067,0.0066507085101799495,0.0014022407870438625,0.008071466218007346,0.003611846306900635,-0.007982203142925422,-0.006152239468134556,-0.015129294132702708
slow__hip_flexion_040__min,0.013305157416787316,-0.004750533882272143,0.00398254425515025,0.012831204300498467,-0.01837457288788309,-0.019369698926190705,-0.01026844044212981,0.009292647264210628,-0.00918259151934417,0.003679752026779427
slow__hip_flexion_040__max,0.019604657926950056,0.013747707213426484,0.0020199072000099544,0.001242965518703111,-0.012314160209678612,-0.007444445602776473,-0.006720485583517106,0.0004282753995405252,-0.004612914505832905,-0.004717611303438134
slow__hip_flexion_041__mean,0.01864961259036786,0.005455343864654914,0.005380603543006557,0.010118373686342828,-0.016529786631000062,-0.014565335729123087,-0.009702344658362609,0.0067748482343470825,-0.007599340020711927,-0.0011943062799710448
slow__hip_flexion_041__std,0.009855711449544446,0.01690401333618668,0.0010529720362666,0.006696814841266204,0.0017024605089227631,0.008074807825265701,0.003877238196379107,-0.007866716268894743,-0.006171869325187363,-0.015072701826456137
slow__hip_flexion_041__min,0.013455528621657357,-0.004440487343490117,0.0036210445538113916,0.012128270235638925,-0.018102495987783407,-0.0199165143820496,-0.010866606110005452,0.009239553829169439,-0.008902982016026507,0.0037630385390910433
slow__hip_flexion_041__max,0.01955515670476389,0.013821722421864305,0.0020348108355117624,0.0008983847687288631,-0.012115995895857618,-0.007562749243665253,-0.0069028299291392335,0.0005186808890992325,-0.004843798598977099,-0.004454530208592318
slow__hip_flexion_042__mean,0.018544759142466255,0.005395234102385315,0.005289744032056883,0.009916135300184675,-0.01618566884185312,-0.01489007274228563,-0.01012738466386802,0.0068414553447934566,-0.007932409493447385,-0.000984629842758464
slow__hip_flexion_042__std,0.009837897108362097,0.01693772232107972,0.0008301121651130118,0.006656432257250794,0.0019481538650586838,0.007978036959464864,0.004005745523695354,-0.007798415268154191,-0.006153989640220015,-0.01502212930594079
slow__hip_flexion_042__min,0.013598370308544184,-0.004141250412342803,0.003337948503270551,0.011584696502890002,-0.017831705038307086,-0.02015380920689417,-0.011504484636171474,0.00929458642011973,-0.008605502887002008,0.003939810064645261
slow__hip_flexion_042__max,0.019511422311430368,0.013830306752528622,0.002091434282376518,0.0005041105784398625,-0.011894425229777949,-0.00770438701711203,-0.0072027681704448085,0.0005498755697353446,-0.004972242836718083,-0.004167702366893692
slow__hip_flexion_043__mean,0.018450038968856726,0.005356784694553439,0.005224844852919004,0.00967275746092481,-0.015848441844286226,-0.015166076792852099,-0.010605015537095308,0.006870832486564267,-0.008207540467917218,-0.000739758445602212
slow__hip_flexion_043__std,0.009839450190829291,0.016996362210194578,0.0005542014034700347,0.00648406673370702,0.0021691682798175706,0.0077985885819009376,0.004012284327440913,-0.007813078903330705,-0.006088532772613853,-0.014954641256367354
slow__hip_flexion_043__min,0.013818900551516048,-0.0037504602420702425,0.0030760207592254005,0.01109314587731484,-0.0175216061994404,-0.020238355775412862,-0.012160954019297617,0.00926583768749178,-0.00832542291078402,0.004123779729351574
slow__hip_flexion_043__max,0.019474888847580106,0.013884513517214788,0.0021879825035916174,4.137792511888248e-05,-0.011548057733883628,-0.007828595775979762,-0.007624556881598912,0.0005086320938438083,-0.004996432118134191,-0.00382120495203166
