feature,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
slow__hip_adduction_021__mean,0.0019182578410550859,0.01721488636609025,-0.011864655939328072,0.0009310068923835858,-0.007269541614145445,0.005606052676280143,0.017216265525382517,0.01060910417204335,-0.001577222763796348,-0.018284030408849947
slow__hip_adduction_021__std,0.008778484003215776,0.015947365336726037,-0.00267577762350906,0.0007409736066550724,-0.0004922595349285945,0.0031079523560737623,-0.01089532275046545,0.0006153353155340829,0.014699844746370073,0.000936525959542495
slow__hip_adduction_021__min,-0.004114582134596521,-0.00036827554518064324,-0.0151233988545823,0.014248782401800162,-0.005327636122124152,-0.0012944818273390886,0.02023653016633334,0.00647485328521747,-0.01679280172757881,-0.017852234445721423
slow__hip_adduction_021__max,0.003929349804961957,0.020540827754584413,-0.012643790980840097,0.0020733177623529493,-0.003795100694147314,0.002592830255755991,0.010336660133545271,0.0069928808130576975,0.0026610061202670203,-0.016419992387197296
slow__hip_adduction_022__mean,0.0017549616293986842,0.017151130423361544,-0.011434120054547803,0.0005208559548205699,-0.007442874320967081,0.006270310242766792,0.017167251688353452,0.010356007639512282,-0.0018647823891322455,-0.018780612635820083
slow__hip_adduction_022__std,0.009201408937075077,0.01566763516600992,-0.0028857887127143665,0.0005646005030496935,-0.0003922422949402044,0.003744949358780446,-0.011849070427235183,0.0005804361144524362,0.014103262327971947,-0.0008893331227416275
slow__hip_adduction_022__min,-0.004178725189373706,0.0005403623268518951,-0.014495629897396112,0.013242421460376593,-0.005776701336677798,-0.0007907189950422934,0.020936052060708855,0.006676771650934684,-0.016229918804516522,-0.018244108338227552
slow__hip_adduction_022__max,0.003907035089812402,0.020325468489295926,-0.012186705014623121,0.0017776615295290125,-0.003841929699395356,0.0033455738127916848,0.010333941682391991,0.006937988879087866,0.002384190353252406,-0.01749148277234481
slow__hip_adduction_023__mean,0.001566168475523911,0.01711186162708238,-0.01095937760281882,0.00010557540578040237,-0.0075714846239328904,0.006800441940890369,0.017192791102542546,0.010167822936793735,-0.0022122132147368596,-0.019112162662228153
slow__hip_adduction_023__std,0.009657113560015421,0.015182488113527483,-0.003193548000432335,0.0005090712334075391,-0.00029315363267229573,0.00436229425855548,-0.012603081877747419,0.0005084030059249637,0.013290137580088169,-0.002699735167821299
slow__hip_adduction_023__min,-0.0043155294817534785,0.0015911878426386826,-0.013705891221477825,0.012149603974160051,-0.006145811165748393,-0.0003445938392268369,0.021614987418328062,0.007016557075866708,-0.01560202101662468,-0.018533920643034815
slow__hip_adduction_023__max,0.003956947618810829,0.020098522443045143,-0.011770296232232478,0.0013911727436507657,-0.00386445698150114,0.004165369045166703,0.010486039938464626,0.0068135715884810885,0.001913769533179837,-0.018309591580771802
slow__hip_adduction_024__mean,0.0013576884349811855,0.017089665746925258,-0.010447410137476467,-0.0003180555780417784,-0.007661099831750916,0.007170876575436794,0.017296274273596403,0.01001363093316805,-0.0025672794703226177,-0.019366206675061805
