feature_raw,feature_description,speed,side,statistic,source_column,feature_category,cycle_point,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
slow__jointAngle_45__min,Right knee adduction,slow,Right,min,jointAngle_45,joint angle,,-0.15429732836330026,-0.04185598564878756,0.010976181702321034,-0.014940863621114948,-0.03963377736101132,0.04385173794277914,-0.006484430155425406,0.002770675282582454,-0.012990174118162397,0.0014444792877063462
slow__jointAngle_45__max,Right knee adduction,slow,Right,max,jointAngle_45,joint angle,,0.13300599498374532,-0.026354636391878596,-0.06226812161105781,-0.06668275348123807,-0.02009095775494662,0.009948130633694008,-0.05810081090074457,0.055352251258259835,-0.05036868137214636,-0.0032798773318743813
slow__jointAngle_46__mean,Right knee internal rotation,slow,Right,mean,jointAngle_46,joint angle,,0.04492803984059297,0.030997008476164475,0.022644810536867257,-0.054300105437663566,0.09160853487764987,0.006729031986266467,0.11290544224480045,0.01410486790527128,-0.050734552155446457,0.0630054331370444
slow__jointAngle_46__std,Right knee internal rotation,slow,Right,std,jointAngle_46,joint angle,,0.15669922908223632,0.00722470143587425,-0.012881441323899949,-0.0009674896827235802,0.011763337049089405,-0.04325844508879859,-0.01232634811314311,0.016122397965852627,-0.002248739919464712,0.013382887806150304
slow__jointAngle_46__min,Right knee internal rotation,slow,Right,min,jointAngle_46,joint angle,,-0.1602127705119227,-0.01877825942293099,0.034793242013216034,0.014576436292747226,-0.010902023272435354,0.017626695459803266,0.02623401421582216,-0.00162937973481348,0.0008937203171794878,0.0068280568850552555
slow__jointAngle_46__max,Right knee internal rotation,slow,Right,max,jointAngle_46,joint angle,,0.15955327126971353,0.02473480330684184,-0.0358127961939451,-0.021143463236770233,0.018130117318028768,-0.02157080144426317,-0.021109831905984113,-0.0005220197516919973,-0.00592848040034975,-0.0008059325632206658
slow__jointAngle_47__mean,Right knee flexion,slow,Right,mean,jointAngle_47,joint angle,,0.040138744231966006,-0.022989736724536653,0.024852889291639032,0.0902994045704709,0.07597910254545906,0.060909496586619837,0.13585634010452188,-0.04038680032325182,0.07813728966144134,-0.029346995077313143
slow__jointAngle_47__std,Right knee flexion,slow,Right,std,jointAngle_47,joint angle,,0.05305093176534262,-0.04944127278716716,0.030061827747636643,-0.06369979833507299,-0.054567832705893014,0.03373994683434026,0.08451402030638319,0.06794898752718001,0.0036399040037726226,0.09736013430634098
slow__jointAngle_47__min,Right knee flexion,slow,Right,min,jointAngle_47,joint angle,,-0.10861809054778851,-0.048031560215230876,0.024023546672202013,0.07987221634093447,0.06493904215338633,0.025502348757097885,0.050595026982655916,-0.08996966637940083,0.0006570061593337749,-0.03194637046697429
slow__jointAngle_47__max,Right knee flexion,slow,Right,max,jointAngle_47,joint angle,,0.14984999863433482,-0.010338059289614242,-0.015459135545471023,-0.004465117363288314,0.016011166756288258,0.028694618392607417,0.04382831025551423,0.0303627625801439,0.013771492725145704,0.0422053865500715
slow__jointAngle_48__mean,Right ankle adduction,slow,Right,mean,jointAngle_48,joint angle,,-0.05880399077619499,0.06196684980393471,0.005415227790371376,-0.08817656580617103,0.0043405236193478705,0.006820067910848033,0.042937188532246554,0.1489316396344726,0.10030194400874214,-0.03855150515004227
slow__jointAngle_48__std,Right ankle adduction,slow,Right,std,jointAngle_48,joint angle,,0.13984374188871088,-0.00012557307703619104,0.015861461299366664,0.023057946707145373,0.05906903666074882,-0.005485064608315361,-0.06998079327784501,0.011494402996546174,-0.06776383607598105,-0.05000874995809553
slow__jointAngle_48__min,Right ankle adduction,slow,Right,min,jointAngle_48,joint angle,,-0.14360299243346045,0.006350710294212289,-0.006934565635215998,-0.026689836123399594,-0.04162179167528312,-0.0011125760198617653,0.05747057875608208,0.017498008036140336,0.06470203750860264,0.025517691527921486
slow__jointAngle_48__max,Right ankle adduction,slow,Right,max,jointAngle_48,joint angle,,0.14850529434017842,0.04091560770650467,-0.01682455097578703,-0.03242650366857352,0.04539507376456296,-0.021151530254601838,-0.030320347153054837,0.053532919291407785,0.011210513122611947,-0.0519171075488387
slow__jointAngle_49__mean,Right ankle internal rotation,slow,Right,mean,jointAngle_49,joint angle,,0.0693148748035166,-0.06233595681202906,0.02766026344616316,-0.0682507607180974,-0.0674086763694873,0.10239831463476383,0.09782526950366355,0.03607661596879142,-0.06026679393996607,0.07074424306572825
slow__jointAngle_49__std,Right ankle internal rotation,slow,Right,std,jointAngle_49,joint angle,,0.16133251605006527,0.01795877927169976,-0.020190191909979973,-0.024727575794669797,0.013969473315243263,-0.014576703497403051,-0.0181513237022413,0.0007821453879766769,-0.00820471971816653,-0.01666530494449491
slow__jointAngle_49__min,Right ankle internal rotation,slow,Right,min,jointAngle_49,joint angle,,-0.15180663854520998,-0.03976048223570973,0.0403741028294267,0.008930324902866446,-0.033111770508457004,0.03969832068603572,0.049657114626931474,0.011468554811971876,-0.009928882944779938,0.0282931613349537
slow__jointAngle_49__max,Right ankle internal rotation,slow,Right,max,jointAngle_49,joint angle,,0.15829031622609555,7.752789640983517e-05,0.0009864440488876853,-0.04268568633939714,-0.005217427510936681,0.01628745337383052,-0.0010182113754233979,0.012278096108046336,-0.0258685561144731,-0.001137665129462652
slow__jointAngle_50__mean,Right ankle dorsiflexion,slow,Right,mean,jointAngle_50,joint angle,,0.05129491580719305,0.040576348963975294,-0.03847612923409998,0.15411352962164326,0.06484288164223495,0.07492599295369254,-0.037021826994512994,0.00914767541282544,0.03792042256368681,-0.007127836985298877
slow__jointAngle_50__std,Right ankle dorsiflexion,slow,Right,std,jointAngle_50,joint angle,,0.15371371329763103,0.005311466549523314,-0.006098761438497371,-0.058839193006944394,0.004700824982795948,-0.016683556508756383,-0.015010969715127888,0.0038374490036907506,-0.013207046406402361,-0.03158942722057828
slow__jointAngle_50__min,Right ankle dorsiflexion,slow,Right,min,jointAngle_50,joint angle,,-0.14935861167391484,-0.010286044599175058,0.007794415258464079,0.07479008126259394,0.009605005874590325,0.024445409040169664,0.02959650238300884,-0.008819096105669095,0.025973950704689375,0.028056564529525357
slow__jointAngle_50__max,Right ankle dorsiflexion,slow,Right,max,jointAngle_50,joint angle,,0.15957733868638418,0.02412917674458296,-0.036628264821677074,-0.00635981234280381,0.025408217885264043,0.0008921831692596144,-0.028303851504247416,-0.00028740674543449455,0.009463677542837536,-0.011310589543936595
slow__jointAngle_54__mean,Left hip adduction,slow,Left,mean,jointAngle_54,joint angle,,0.03130659585258931,0.04150774604539162,-0.06809654918953159,0.05083437446080049,-0.10588338267257491,-0.10657467992813055,0.10918779303770206,-0.012061432262370017,-0.073918808236899,0.02461391815119178
slow__jointAngle_54__std,Left hip adduction,slow,Left,std,jointAngle_54,joint angle,,0.08355561848279695,-0.06305825802875875,0.08318740511824305,0.022760383982955695,-0.027681444469472655,0.007093008414483385,-0.008052179042945036,0.008705795876298538,0.1551970559431428,-0.08380744821299763
slow__jointAngle_54__min,Left hip adduction,slow,Left,min,jointAngle_54,joint angle,,-0.15646861545414517,0.0002978068846259889,0.010352934098486316,0.02711966648322357,-0.03772879335103959,-0.021181548275454137,0.04381898850014473,0.005854682334826982,-0.034275160090696234,0.0314249889066192
slow__jointAngle_54__max,Left hip adduction,slow,Left,max,jointAngle_54,joint angle,,0.0785683560193325,-0.029522742937081313,0.021603640083038427,0.05641935454049275,-0.07015781854362656,-0.028014273138193768,0.06344199417193103,0.01733855827248258,0.06852728517595197,-0.04604121220547739
slow__jointAngle_55__mean,Left hip internal rotation,slow,Left,mean,jointAngle_55,joint angle,,-0.0025951550304444894,0.143164094702221,0.07680367211513284,-0.05112878576718684,0.0922924823072674,0.04438659251539785,-0.026219187980918334,-0.04914925598342223,-0.08298119161362225,0.0592932855686527
slow__jointAngle_55__std,Left hip internal rotation,slow,Left,std,jointAngle_55,joint angle,,0.053896951778308944,-0.027347796843751212,0.011943238575622432,-0.05738133633697734,-0.036976747422910364,-0.019848724968911484,0.023048978996375164,-0.0699945973669429,-0.06499926099369108,-0.051661964330865576
slow__jointAngle_55__min,Left hip internal rotation,slow,Left,min,jointAngle_55,joint angle,,-0.14801455588191853,0.03403334056573433,0.06122179931311868,0.018599384158131067,0.010327492444969796,0.013150538078096014,0.009871023093787332,-0.012429305651259553,-0.008590764436845985,0.023760903364235954
slow__jointAngle_55__max,Left hip internal rotation,slow,Left,max,jointAngle_55,joint angle,,0.13851473021517444,0.06872357969114683,-0.010567084535388948,-0.034234852391536334,0.06415197184683073,-0.0020296410364982116,-0.013458824208979547,-0.044174894423850274,-0.0433220754173277,-0.0010596054470909317
